id;f_0;f_1;f_2;f_3;f_4;f_5;f_6;f_7;f_8;f_9
980086f13e5645a5b98cab8510e8b47e;I;0.535;0.455;1400.0000000000002;1.0015;0.53;0.1765;0.244;SHORT;2.83076125
7743c4b82e0d49d2a2ebf79804eef307;M;0.61;0.485;1450.0;1.05;0.783;0.2255;0.2865;SHORT;3.30425125
f508c5ba8c184e0dac77358ac38ef82e;M;0.595;0.46;1700.0000000000002;1.1295;0.57;0.2555;0.265;SHORT;2.641121
f43619bf225f43b98e4c7cd9a4ec639d;I;0.555;;1400.0000000000002;0.7665;0.341;0.165;0.23;SHORT;1.7466750000000002
a38aa8ba51b04dd8a0bea7e800d837d0;I;0.575;0.45;1700.0000000000002;0.9315;0.358;0.2145;0.26;SHORT;3.10505125
864e390f32e94521897431a0f1824aed;F;0.55;0.435;1700.0000000000002;0.884;0.2875;0.1645;0.28;SHORT;1.1541205
b72aace838db4ec295a4ee53754c1294;F;0.67;;1500.0;1.406;0.519;0.348;0.37;SHORT;2.3733120000000003
e1e6e8cda3484dcd99f4eee59404a1a5;M;0.445;0.345;900.0;0.3795;0.143;0.074;0.125;SHORT;1.801904
2b813bbb385c4927a58f4e681edbcb7e;I;0.52;0.39;1300.0;0.5545;0.2355;0.1095;0.1895;SHORT;1.0639805
bc2d116949d44a839e7012dab0bc152c;I;0.47;0.355;1200.0;0.4915;0.1765;0.1125;0.1325;SHORT;2.41328125
c023c5361fbd4227bce8202cfde4116c;M;0.665;0.535;2250.0;2.1835;0.7535;0.391;0.885;TALL;1.6357620000000002
4f56d71591ba4885aae10e7ec61f9110;I;0.58;0.44;1450.0;0.7905;0.3525;0.1645;0.242;SHORT;3.03530125
91b2f695f877489ea77b3e998a098c73;I;0.27;0.195;700.0000000000001;0.102;0.045;0.0135;0.034;SHORT;0.5403645
34a34e99038b4bdc8a279b5e425dd468;I;0.405;0.31;1100.0;0.91;0.416;0.2075;0.0995;SHORT;0.8961125000000001
da2aa8b4cce4455f844c435c912d139b;M;0.435;;1100.0;0.4385;0.2075;0.0715;0.1315;SHORT;0.8802245
6d9dbdc435f141faa67f5cb195a3b379;F;0.645;0.48;1700.0000000000002;1.1345;0.528;0.254;0.305;SHORT;3.54758
e0d653321fde4f0ba5a36a226c10f719;M;0.64;0.49;1550.0;1.1285;0.477;0.269;0.34;SHORT;2.849444
669395b16bf744d79226922228aa5d40;I;0.62;0.45;1350.0;0.924;0.358;0.2265;0.2965;SHORT;2.685209
6fa731b4a277410c903b8a0297dba624;F;0.595;0.475;1650.0;1.148;0.444;0.214;0.37;SHORT;2.5631839999999997
447bf8a0e98f4ba89181a9e81a29900c;F;0.475;0.35;1150.0;0.452;0.1715;0.092;0.155;SHORT;0.966928
314fa8053cd84134826d30c436ab9fe7;I;0.415;0.33;900.0;0.3595;0.17;0.081;0.09;SHORT;1.2646829999999998
c6572af1b46545e78078594b203ce8b4;I;0.315;0.235;800.0;0.18;0.08;0.045;0.047;SHORT;1.5851250000000001
c6c56499abc445abbfdd882470ede395;F;0.655;;1900.0;1.85;0.5935;0.2745;0.425;SHORT;2.1910507500000005
eef3b834340e4298bfa7c81fe5bf1a32;M;0.605;0.48;1700.0000000000002;1.1835;0.582;0.2365;0.317;SHORT;1.9827967499999999
806a5b9db0c44d37ade0b70f2ecb422f;I;0.37;0.28;950.0;0.2865;0.1505;0.069;0.0795;SHORT;1.1242830000000001
c913468380844af0967d1f67fcfa55ab;F;0.375;0.29;1150.0;0.2705;0.093;0.066;0.0885;SHORT;1.138068
943aa38a43794b39aeeb3d453a56a499;I;0.335;0.255;800.0;0.168;0.079;0.0355;0.05;SHORT;0.6725205000000001
d0ec6402ea804b13a5b383ca9a9e6fdd;M;0.61;0.47;1700.0000000000002;1.1185;0.5225;0.2405;0.31;SHORT;2.671361
a0fb63660d9c47cfa8dd13bc4242c68c;I;0.27;0.19;600.0;0.099;0.0445;0.017;0.03;SHORT;0.810867
46576e3e0562480d80716d74db38f145;F;0.595;;1550.0;1.0605;0.5135;0.2165;0.3;SHORT;1.2837444999999998
dab7c1a699324e33a562f0dd22a4c6dc;M;0.505;0.365;1150.0;0.521;0.25;0.096;0.15;SHORT;1.028432
68ff4e57336443d899c96e1159ca1f7f;I;0.44;0.33;1100.0;0.38;0.197;0.079;0.09;SHORT;0.892482
4900b3b4bdae479dbab81cd395a50eec;I;0.59;0.46;1450.0;0.9015;0.419;0.1785;0.26;SHORT;1.2437245
fe8496b3abcb40ef999ff1969c35fd7c;I;0.525;0.39;1200.0;0.664;0.3115;0.147;0.178;SHORT;2.186436
4a6d095a849d4eae9ce5eb825c4938dd;M;0.335;0.25;900.0;0.181;0.0755;0.0415;0.06;SHORT;1.68361125
1190704e4427482b9a1873809ccc1ef2;M;0.66;0.53;1950.0;1.05;0.6505;0.3295;0.495;TALL;3.074281
57bb1de86ce446a3838c13cc07af9354;F;0.655;0.525;1900.0;1.95;0.564;0.3215;0.3985;SHORT;3.7918112500000003
914941bd260e4cf6a879a007f3fd1bb9;I;0.375;;1150.0;0.2715;0.092;0.074;0.09;SHORT;0.760952
7e31233e99f8424e9efc78ca92a309a3;I;0.41;0.325;1000.0;0.3245;0.132;0.072;0.106;SHORT;1.660736
8f0e621183c3496995b6fb26eb706ae6;I;0.545;;1300.0;0.658;0.327;0.1445;0.174;SHORT;2.2635210000000003
b2df4a6199a04b478a59d6a700db9814;M;0.605;0.5;1750.0;1.098;0.4765;0.232;0.375;SHORT;1.317648
92849bb14587487fa29a7bbdda6a166d;F;0.57;;1550.0;1.017;0.5265;0.2025;0.265;SHORT;1.2220125
370f8f15cbf24c9f872cf302ebb70cec;M;0.475;0.37;1250.0;0.5095;0.2165;0.1125;0.165;SHORT;0.9753124999999999
ee2f988ccbdf4acab2081d13416050b2;M;0.415;0.3;1000.0;0.3355;0.1545;0.0685;0.095;SHORT;2.0984612499999997
f9fa22933562449d89d2c275d31cb081;F;0.52;0.395;1800.0;0.64;0.158;0.11;0.245;SHORT;1.0642
cbc5033b2972478089daaf7acdf5f1e0;M;0.445;0.32;1200.0;0.414;0.199;0.09;0.117;SHORT;2.55
18d4cd97ed424a509b2bd0cdfad80bde;F;0.55;0.43;1400.0000000000002;0.84;0.375;0.218;0.1945;SHORT;2.390096
b7264d22f80c4c7e9fc645fe9155a456;M;0.685;0.55;1900.0;1.885;0.89;0.41;0.4895;TALL;1.62
715a140cab674c3f8d0c1dde42471779;I;0.42;0.3;1050.0;0.316;0.1255;0.07;0.1035;SHORT;0.8498
c21f91ce2af74314a5f1afd5567a24de;M;0.565;0.425;1350.0;0.8115;0.341;0.1675;0.255;SHORT;2.96528125
60ffa7039ed3468a82d83acb5f8e6d25;M;0.35;0.255;800.0;0.1915;0.08;0.0385;0.063;SHORT;0.7029645
9a512a45d2fe482e98e920b08df310f7;F;0.64;0.5;1700.0000000000002;1.75;0.693;0.326;0.409;TALL;2.985104
157f1ea9e8c34a418debfa8637492acf;F;0.505;0.4;1650.0;0.729;0.2675;0.155;0.25;SHORT;2.1161
2c0b4347e61043ccb39bfe94d2302259;M;0.6;0.45;1950.0;1.34;0.617;0.3255;0.3605;SHORT;3.52975125
5d529c92fa5647bb971d476457cc07ee;I;0.55;0.4;1350.0;0.717;0.3315;0.1495;0.221;SHORT;1.1447005000000001
219e23f78baa4510883d015151747e55;F;0.53;0.395;1150.0;0.5685;0.249;0.1375;0.161;SHORT;2.74453125
12ddc855701849b3a057145be873804e;M;0.45;0.335;1250.0;0.349;0.119;0.1055;0.115;SHORT;1.844521
151cbc702e874547a181bbd5b16f8a4b;M;0.525;;1550.0;1.065;0.486;0.233;0.285;SHORT;2.317156
d996607d32434616b361f3f40012f43d;I;0.475;0.365;1150.0;0.459;0.2175;0.093;0.1165;SHORT;0.967298
45c4458914e1434ea5290b482b64f6f5;I;0.325;;750.0;0.152;0.065;0.0305;0.045;SHORT;1.3037210000000001
5a19a0b3dfbf4230a1cf56e6c23e53ce;I;0.49;;1150.0;0.557;0.2275;0.1335;0.1765;SHORT;1.52346675
aa811f3671ae4604ae1e67d8588b8d38;M;0.48;0.375;1200.0;0.5895;0.2535;0.128;0.172;SHORT;0.992768
a06a52cbf2d548288ca4fb20a28078da;M;0.64;0.505;1550.0;1.25;0.705;0.2655;0.335;SHORT;1.4209805
9474cd07d11048d39f9abda800af3f74;M;0.625;0.5;1850.0;1.25;0.5995;0.248;0.335;SHORT;2.746016
5fc9881c443c4b59b0b9e2b99d964305;I;0.48;0.38;1250.0;0.523;0.2105;0.1045;0.175;SHORT;1.47276075
444680b77c8e4aa69d3c759d6fce2d85;I;0.15;0.1;250.0;0.015;0.0045;0.004;0.005;SHORT;0.7500799999999999
6f718101936c4d66b472610e17846d63;M;0.565;0.44;1550.0;0.868;0.348;0.217;0.26;SHORT;3.060445
07e5a766106948ba8739cd2bbb7cff03;M;0.61;0.5;2400.0;1.642;0.532;0.3345;0.69;TALL;3.6094512499999998
a804dffdaa894a9f9974709a6975ed7d;M;0.645;0.515;1850.0;1.05;0.5835;0.3155;0.41;SHORT;1.4890805
377923ebc29943889dfad4da797a893b;M;0.725;0.55;2000.0;1.51;0.8735;0.4265;0.5085;TALL;2.7207067499999997
3af8889e5b0d4b0abb1daa9f01787ef9;F;0.69;0.535;1850.0;1.826;0.797;0.409;0.499;TALL;2.571843
1b6ebeee8a174d689d22902c712b8dfe;F;0.56;0.44;1400.0000000000002;0.9285;0.3825;0.188;0.3;SHORT;2.3813760000000004
726dcb86d5054fb0a8dd6a268f41c8ad;F;0.575;0.485;1650.0;1.0405;0.419;0.264;0.3;SHORT;1.2893919999999999
cbaf4710751b4e3da18fd544edcb7bca;I;0.355;0.275;900.0;0.251;0.097;0.053;0.08;SHORT;1.431236
e1ea6b5133144518bf2163c363eb89d6;M;0.67;0.525;1650.0;1.85;0.682;0.3145;0.4005;TALL;3.8445512500000003
5e8dd9b2019d481780f504e1b4c71c9c;F;0.36;0.27;900.0;0.1885;0.0845;0.0385;0.055;SHORT;1.0844467500000001
326971a52601403aaa23c36b783e2124;I;0.49;0.375;1150.0;0.4615;0.204;0.0945;0.143;SHORT;1.995721
5505dd739e664b44a661e0075b3b9fa4;I;0.45;0.33;1000.0;0.411;0.1945;0.1;0.098;SHORT;1.84
0b2bd367f89a4b1bab37e1ea881136d3;M;0.57;0.435;1300.0;0.7535;0.349;0.1755;0.194;SHORT;2.4032009999999997
defeda0bb38e44ef81788ad7e24cc24e;M;0.6;0.475;1750.0;1.45;0.549;0.2875;0.36;SHORT;1.3653125
55e4ea9e54c3498391d3d51e7e391e34;M;0.465;0.35;1200.0;0.5205;0.2015;0.1625;0.185;SHORT;1.9656250000000002
a1cae245905d4e2da081f7058b0d3689;F;0.645;0.51;1800.0;1.95;0.7815;0.322;0.4675;TALL;2.246052
d4e37dba76bf4edcb42a72ce674c71ae;F;0.63;0.475;1750.0;1.423;0.4155;0.3385;0.49;SHORT;1.4891645
0e6695f49e3f45aa92a10b5dce98cec4;I;0.39;0.29;900.0;0.2625;0.117;0.054;0.077;SHORT;1.96458
415745f29fbe411dba4eca682b185d82;F;0.655;;1750.0;1.25;0.8515;0.3365;0.403;TALL;3.0729290000000002
3d2d50fc372d49e79363889dfaf7cc48;I;0.21;0.15;550.0;0.0465;0.017;0.012;0.015;SHORT;1.05072
28758c2eeca0451c80ed7d49cbdf0689;F;0.695;0.565;1900.0;1.35;0.7465;0.399;0.4975;TALL;4.271005
a36a7b115a414910ab4a90b289bc0acd;I;0.56;;1500.0;0.8225;0.3685;0.187;0.236;SHORT;2.974845
338e703018834c1ebfbc13edb85406cb;M;0.5;0.39;1300.0;0.709;0.275;0.168;0.18;SHORT;1.584672
136a5e8ea6ec468ba8306bef44ce1a07;M;0.455;0.35;1200.0;0.4835;0.1815;0.144;0.16;SHORT;2.37868
43871bf05d4f4351b7dcff4cf6887b40;F;0.78;0.63;2150.0;2.657;1.488;0.4985;0.586;TALL;4.114009
98c9d6097bfb408fbcc77dbc41872dcb;M;0.585;0.455;1400.0000000000002;0.97;0.462;0.185;0.295;SHORT;3.096125
1ecf409068cf409d9e6b16f79247037b;I;0.37;0.275;800.0;0.2325;0.093;0.056;0.072;SHORT;0.746272
289b96e7f7ed446784a47b99fae44e18;F;0.535;0.445;1250.0;0.8725;0.417;0.199;0.24;SHORT;1.149202
bc3ebcb5b8994700bd89a7cc93b3bebe;M;0.35;0.26;900.0;0.198;0.0725;0.056;0.06;SHORT;1.059408
e0ba61e6216e4ddda46a4c07dca81fa8;I;0.495;0.37;1250.0;0.4775;0.185;0.0705;0.169;SHORT;2.49985125
ad67fde6a6774a269f797834a54e3a1f;I;0.54;0.395;1350.0;0.6555;0.2705;0.155;0.192;SHORT;1.12805
298f46f867c147b2a70545150e10e9b3;F;0.605;0.455;1450.0;0.9775;0.468;0.1775;0.275;SHORT;1.2730124999999999
a8f2f3b919534295b7a104834bb1b457;F;0.74;0.565;2050.0;2.119;0.9655;0.5185;0.482;TALL;5.044211249999999
9b1086eae5c44a25bd57071e93d643e8;F;0.59;0.475;1550.0;0.9715;0.371;0.235;0.28;SHORT;2.5808999999999997
8bbbcd74fffc4cb699c081756fb6f44f;I;0.435;;1100.0;0.38;0.1515;0.0945;0.11;SHORT;1.33179075
9485928eef394a54a1cc689e6b74db64;M;0.635;0.495;1550.0;1.35;0.583;0.2985;0.295;SHORT;2.8964090000000002
e8ce19041be74c9a9142211a31c47b62;I;0.415;0.305;1200.0;0.336;0.165;0.076;0.0805;SHORT;1.262328
37ab3fbadc924b1c9b4bd78a1bff7f3e;I;0.31;0.23;700.0000000000001;0.1245;0.0505;0.0265;0.038;SHORT;1.5535112500000001
231ce1c88a86498287b69f2926ab27fb;I;0.185;0.375;1200.0;0.4645;0.196;0.1045;0.15;SHORT;0.5877607499999999
2bccefde79b4436caa19efdd5e6cc256;M;0.54;0.42;1550.0;0.7385;0.3515;0.152;0.215;SHORT;1.126208
710fb92b860944beae0764f0308dbe8f;;0.63;0.51;1750.0;1.15;0.6575;0.262;0.375;SHORT;2.794576
dfaf9f006896493f996735b5a3c375e4;M;0.54;0.415;1700.0000000000002;0.879;0.339;0.208;0.255;SHORT;2.333056
a3398e21067d4423962bf6c63b7aa084;I;0.59;0.45;1600.0;0.893;0.2745;0.2185;0.345;SHORT;3.18871125
e49358648a4c428bb59e0a5a479bfbf3;F;0.66;0.5;1750.0;1.75;0.556;0.2805;0.4085;SHORT;2.954721
df3c4a3f622d40b1b90af877a3bb56ac;M;0.625;0.49;1200.0;0.8765;0.456;0.18;0.233;SHORT;3.287
aff20ca6a6e74611bbd69490cb722537;I;0.525;0.385;1300.0;0.607;0.2355;0.125;0.195;SHORT;1.08125
07e91ac89f814d2bbe880dcc2c7dc403;I;0.54;0.42;1400.0000000000002;0.7265;0.3205;0.1445;0.229;SHORT;1.1217605000000002
574d8a7adece4621b875a568a7d990f4;M;0.65;;1800.0;1.469;0.7115;0.3335;0.38;SHORT;1.5224445
19fb7b82c5644167b94802849e4c642f;;0.72;0.545;1950.0;1.75;0.8215;0.383;0.4705;TALL;2.600067
1fad89884a614e228cfc0c1a747a52ed;M;0.355;0.26;850.0000000000001;0.1905;0.081;0.0485;0.055;SHORT;1.7867612499999999
b5709d285cb94a76a2c462a4720983f5;M;0.46;0.36;1350.0;0.6105;0.1955;0.107;0.235;SHORT;1.414347
83f3d1bfc48047828acb6be684fc5ccb;F;0.64;0.48;1950.0;1.1435;0.4915;0.2345;0.353;SHORT;2.08497075
c7319e3ea415402c91c71556b7077669;M;0.6;0.465;1550.0;1.0165;0.512;0.2465;0.225;SHORT;1.98228675
03813035c6ca438fa8f625e83ae5d9b3;F;0.54;;1750.0;0.8975;0.275;0.241;0.275;SHORT;2.9904050000000004
e10839f8a34f433f894173ebef5823d1;F;0.545;;1500.0;0.7335;0.2795;0.163;0.2185;SHORT;2.286276
46d8ce5bc5684aeba423fdbb7ffae35d;F;0.445;0.335;1400.0000000000002;0.4565;0.1785;0.114;0.14;SHORT;1.831984
ce0f4815dbcd42039958d3e201525ff6;F;0.49;0.38;1550.0;0.578;0.2395;0.1255;0.18;SHORT;2.023001
ba5faf89674c4f4ea15a9976efca393b;M;0.62;0.48;1600.0;1.0765;0.412;0.253;0.3;SHORT;2.052027
490d8241734740f7a88075b1205b0f0a;M;0.58;0.46;1650.0;1.75;0.473;0.1965;0.435;SHORT;3.09306125
5fe8fe976bc7482cad42ed9ce5325872;F;0.68;0.55;1750.0;1.798;0.815;0.3925;0.455;TALL;1.6681125
dacefc0f1938421baef1015a97792985;I;0.455;0.355;800.0;0.452;0.2165;0.0995;0.125;SHORT;1.859601
1d5e27b0bffc4b34a6c33ab56dba8bc5;M;0.625;0.49;1650.0;1.1165;0.4895;0.2615;0.3325;SHORT;3.46691125
5c62ea6f426945409658d0373d7a60c2;I;0.53;0.42;1850.0;0.752;0.299;0.156;0.205;SHORT;2.217344
fc5930e57bb54e7e9101a4ad6bbc3196;M;0.6;;2300.0;1.157;0.522;0.2235;0.36;SHORT;1.2999045
71a74afa66e34b4d93f8978772037f35;I;0.41;0.3;1000.0;0.282;0.1255;0.057;0.0875;SHORT;1.652996
eeb5638e50ea4651ac94bc094eac6e45;F;0.58;0.475;1550.0;0.974;0.4305;0.23;0.285;SHORT;2.16
6e46e3d61a89409785acd8ea9a504f2d;M;0.65;;1900.0;1.274;0.59;0.23;0.391;SHORT;2.1087000000000002
71ca9ffdb2674a89baa98dd753fc5ca8;I;0.325;0.245;750.0;0.1495;0.0605;0.033;0.045;SHORT;0.652178
3a665401a9434281bc9f0d46136cf3b5;M;0.585;0.475;1500.0;1.065;0.5315;0.199;0.2885;SHORT;1.249202
ed87dd99941242db8ec5549981851c19;M;0.41;0.335;1150.0;0.4405;0.19;0.085;0.135;SHORT;0.8344499999999999
0dfdba9ea2e3476ca9f00bc1c4efeb8a;I;0.55;0.425;1500.0;0.639;0.269;0.1345;0.217;SHORT;2.84045125
ff6b64f361e94bbfabaf9f6d104b74f2;F;0.635;0.535;1900.0;1.242;0.576;0.2475;0.39;SHORT;3.4812812500000003
0ba7afce3d6d4c9d8e892f5dcfc39365;F;0.635;0.51;1700.0000000000002;1.35;0.532;0.271;0.354;SHORT;2.125323
32b75f5bad3c4d0c805e6a21442d6996;M;0.535;;1400.0000000000002;0.7165;0.2855;0.1595;0.2155;SHORT;1.6813207500000003
18d753ef33ba49aba11e1dbc868242cf;M;0.55;0.425;1550.0;0.9175;0.2775;0.243;0.335;SHORT;3.0452450000000004
7b952f933f354d0e9eb923912cdb6594;I;0.45;0.335;1150.0;0.3935;0.195;0.071;0.11;SHORT;0.9100820000000001
37f9f8eb6f1745199b973924eb8bb119;F;0.62;0.475;1600.0;1.1295;0.463;0.2685;0.33;SHORT;2.768369
4c891f4cd5cc4a8fbf02b0073abf1a6a;I;0.36;0.265;750.0;0.1845;0.083;0.0365;0.055;SHORT;1.8066612499999999
21bef6c8dd07430fa8f2b1214c29456a;F;0.53;0.42;1350.0;0.677;0.2565;0.1415;0.21;SHORT;1.1000445
01ac8740d6154cce9cc57a8bb396e951;M;0.585;;1500.0;1.65;0.435;0.202;0.325;SHORT;3.12902
5354665935e8460fadc3f7ab84bde8f0;I;0.47;0.345;1150.0;0.4885;0.2005;0.108;0.166;SHORT;2.40832
03f53ecaac2e43f3bf313f7119bd4b96;F;0.655;0.5;2050.0;1.528;0.6215;0.3725;0.4535;TALL;3.96878125
188d1010a34d451b86033309ae23bce7;I;0.415;;900.0;0.3625;0.175;0.0835;0.093;SHORT;2.10986125
3649deb7edb348cbaa75e2ad5c7b8a66;I;0.3;0.22;800.0;0.121;0.0475;0.042;0.035;SHORT;0.905292
877fc01301ee4b28a4d84eda7ee4f0d0;M;0.56;0.41;1650.0;0.93;0.3505;0.237;0.3;SHORT;2.4646760000000003
9744823a7669446db72743c5bd70b4d4;M;0.63;0.485;1600.0;1.243;0.623;0.275;0.3;SHORT;2.8225000000000002
160739a499df4365a11a603ec4a2879f;M;0.68;0.54;1900.0;1.623;0.7165;0.354;0.4715;TALL;2.415948
6d35a073b63444a9b1e60836d6c49faf;F;0.655;0.51;1750.0;1.415;0.5885;0.3725;0.364;SHORT;2.3812687500000003
e81a5699e39d49dc871158467d6e264c;M;0.485;0.39;1350.0;0.617;0.25;0.1345;0.1635;SHORT;1.5092707499999998
7185362b5d8143fca85b31f00bd810ca;;0.66;0.53;1700.0000000000002;1.431;0.622;0.309;0.398;SHORT;1.5109620000000001
bb55d14ac3694157a401e160009ca06c;I;0.36;;950.0;0.2315;0.105;0.046;0.075;SHORT;0.724232
0470f84c60bb4b5eb2563bbc210c954b;M;0.56;0.44;1300.0;0.8255;0.2425;0.202;0.285;SHORT;1.2016080000000002
5323d3e6c1a14ab5a416523ee7b6ebf7;I;0.525;0.405;1250.0;0.657;0.2985;0.1505;0.168;SHORT;1.0953005
659f0be74a3243dabbe4469c951b877f;F;0.62;0.51;1500.0;1.456;0.581;0.2875;0.32;SHORT;2.10796875
e8b484b5f9a84911a36c02b73de9c29e;I;0.44;0.365;1150.0;0.501;0.2435;0.084;0.1465;SHORT;0.894112
e1b6f87ad75f426fa7aff421f28207bb;I;0.435;;1100.0;0.383;0.1555;0.0675;0.135;SHORT;1.758225
3817708e94f9488e844f0df02c564080;F;0.58;0.465;1650.0;1.1015;0.404;0.2095;0.35;SHORT;1.8716707499999998
c531ba9f52f04c93b3322cbb99ec00f8;I;0.27;0.195;600.0;0.073;0.0285;0.0235;0.03;SHORT;0.5411045
52fb964fc8fb431693fc28fc88f870be;M;0.63;0.49;1550.0;1.229;0.535;0.29;0.335;SHORT;1.82
7a7b65d6bb0a4a3e87f418c5656d8b07;F;0.505;;1600.0;1.1155;0.509;0.239;0.3065;SHORT;1.124242
26b7cdd1cce74ea19f7d0c7116c95f0c;F;0.55;;1550.0;0.9905;0.544;0.178;0.218;SHORT;2.9084200000000004
4f5dc649ba324c5f8d4f4c02c87e8d42;I;0.315;;700.0000000000001;0.137;0.0545;0.0315;0.04;SHORT;0.9479767499999999
3e39e2e16e14438891ca4f84cb632360;F;0.65;0.52;1950.0;1.281;0.5985;0.246;0.3825;SHORT;2.842064
b867a1289ddb4264a03447a40ca95eb5;M;0.53;0.4;1250.0;0.7575;0.398;0.151;0.175;SHORT;2.764005
a59f9ad1f8ea41ac99bc5e2e69bc7ee6;F;0.545;0.425;1250.0;0.768;0.294;0.1495;0.26;SHORT;1.7020507500000002
6c550fdbdbfd4cb8aba74672ba686405;I;0.385;0.28;900.0;0.228;0.1025;0.042;0.0655;SHORT;1.160292
5b6492d223214a75ba616c83409914a9;F;0.73;0.57;1650.0;2.0165;1.0685;0.418;0.435;TALL;4.52362
ae47a2d775304668ba1ce2a33823533c;F;0.66;0.535;2050.0;1.15;0.5925;0.2775;0.49;SHORT;2.9480250000000003
f6a2cd737e5745a2aa729d9488bf5244;F;0.51;0.39;1050.0;0.612;0.187;0.15;0.195;SHORT;2.13
a2a2ca3d6dcf4ded8101d60c52a7d332;M;0.53;0.425;1100.0;0.739;0.237;0.161;0.295;SHORT;1.111842
cc7db0b8f3a4458a9a31e7906cfbe8cd;F;0.5;;1500.0;0.5965;0.253;0.126;0.185;SHORT;1.031752
8e1c484e63664abcac29b17d84306ee5;I;0.425;0.32;1000.0;0.3055;0.126;0.06;0.106;SHORT;2.143
4971120589e54de7818e8c8c0aafd681;M;0.7;0.55;2000.0;1.523;0.693;0.306;0.4405;TALL;3.174544
b555778bb79848ce90ffcad1bef755ef;I;0.275;0.2;700.0000000000001;0.096;0.037;0.0225;0.03;SHORT;1.102025
1a78c124997b4d75a03ed36171479e5d;I;0.355;0.28;1000.0;0.2275;0.0935;0.0455;0.085;SHORT;1.428281
80079e023424487eaf9e1fadcaad6a49;F;0.52;0.405;1200.0;0.627;0.2645;0.1415;0.181;SHORT;1.0800445
62c639ec01324598b702128f151d58f2;I;0.34;0.26;850.0000000000001;0.1885;0.0815;0.0335;0.06;SHORT;1.70561125
7f59b8940dfa4b718d4a929e7a376aee;F;0.645;0.5;1700.0000000000002;1.1845;0.4805;0.274;0.355;SHORT;2.160228
27632f2abaf3487483fc8d608aa5dee4;I;0.485;0.375;1250.0;0.562;0.2505;0.1345;0.1525;SHORT;1.5092707499999998
f58dcf3d2862430ca24dbc9dc2a5ca55;M;0.65;0.515;1800.0;1.15;0.5665;0.347;0.405;SHORT;3.081636
9378e184cd6a4f48ac541d2f8966c519;M;0.535;;1300.0;0.8055;0.301;0.181;0.28;SHORT;1.7032830000000003
697f356bb4fe494e90e4b4d80ae9d22b;I;0.365;0.27;850.0000000000001;0.2225;0.0935;0.0525;0.066;SHORT;1.83878125
ce7bba49989b4f7da3f8ab7af39d5539;I;0.56;0.44;1650.0;0.8;0.335;0.1735;0.25;SHORT;2.360409
e43366ad46444e858d2d0902ea86086f;F;0.425;0.345;1100.0;0.3665;0.125;0.081;0.117;SHORT;2.1578049999999998
6090e517aae7416798a8c8c15aa853d0;M;0.505;0.4;1250.0;0.77;0.2735;0.159;0.255;SHORT;2.651405
4975293d06b9451ca92654481434a06f;I;0.35;0.27;900.0;0.2055;0.075;0.0575;0.062;SHORT;0.7066125
9fb148b0875f416e81d14ee383d7500c;I;0.485;0.37;1000.0;0.513;0.219;0.1075;0.13;SHORT;2.48278125
fd09b67383c74cc7854b12085745fae0;F;0.53;0.41;1300.0;0.6965;0.302;0.1935;0.2;SHORT;1.70232675
8a2936858af04dbda6fb9fc9a17858b4;I;0.485;0.38;1250.0;0.5215;0.2215;0.118;0.16;SHORT;1.496772
b5b66ee32cf44e589b74e046bfc06a5f;F;0.4;0.3;1150.0;0.3025;0.1335;0.0465;0.0935;SHORT;1.20648675
983ffde5d9284ec7974a27aee36fc76e;I;0.585;0.475;1600.0;1.0505;0.48;0.234;0.285;SHORT;1.279512
d5127ed08abf4bef84dd4cb4e82d3d14;;0.53;0.42;1550.0;0.81;0.4725;0.111;0.192;SHORT;2.7116050000000005
6b666e7aa86e431394ca9b973d7cdf7f;F;0.55;0.415;1350.0;0.8145;0.427;0.1855;0.175;SHORT;2.92205125
baa909729bfc4f029fd6c532032b8da5;M;0.555;0.445;1300.0;0.8625;0.4225;0.155;0.24;SHORT;2.895125
3aaad5d6279b467ba1a5339d5ec496bd;I;0.295;0.22;650.0;0.1295;0.052;0.028;0.035;SHORT;0.8873519999999999
b7b491efe9e440a0a79d92d1df2bd678;I;0.305;0.215;650.0;0.1075;0.044;0.0205;0.038;SHORT;0.6108405
9a53fb6cea204a8d8c2e274addec728e;F;0.655;0.53;1900.0;1.428;0.493;0.318;0.565;SHORT;3.78062
21f683323e3047748cdc60f822b1dd57;M;0.6;0.495;1750.0;1.29;0.606;0.276;0.3445;SHORT;2.704704
4ee8e1099a4b4913bcad0f9bf156599f;F;0.675;0.51;1950.0;1.382;0.6045;0.3175;0.3965;SHORT;3.87903125
2fad1fb21eaf448d971be633e37c2c63;M;0.615;0.47;1650.0;1.128;0.4465;0.2195;0.34;SHORT;3.31590125
d0bf6068ef2b4a4c9934452cb5fa9b03;F;0.485;0.38;1500.0;0.605;0.2155;0.14;0.18;SHORT;1.0091999999999999
e3814a6f194a4246a3ce3e5fe2b9e401;F;0.44;0.34;1350.0;0.3975;0.1505;0.0945;0.135;SHORT;1.795721
4bdc8f9fce4f489cb9757149ba024be2;;0.525;0.4;1100.0;0.6275;0.3015;0.126;0.18;SHORT;1.6226280000000002
54b45ceb86b247a7a8dde670580aea99;F;0.38;;900.0;0.3215;0.1545;0.075;0.095;SHORT;1.1568749999999999
2d507750ad9d4c28b127a72cdc95547a;F;0.695;0.535;1750.0;1.361;0.5465;0.2815;0.465;SHORT;3.0969689999999996
